stream_row_id,engine_id,mission_id,timestamp_s,altitude_m,ambient_temp_C,pressure_kPa,air_density_kg_m3,throttle_pct,load_pct,rpm,air_mass_flow_kg_s,fuel_flow_kg_s,torque_Nm,power_W,cht_C,egt_C,oil_temperature_C,oil_pressure_bar,vibration_rms,battery_voltage_V,alternator_current_A,injection_timing_deg,expected_rpm,expected_cht_C,expected_egt_C,physics_residual_C
2549,ENGINE_001,10,549,3048.0,25.14,26.436,0.30875,70.0,69.28,2281.32,0.01655,0.004828,245.28,58598.1,144.91,687.01,77.34,3.667,0.5406,27.924,40.5,24.723,2285.96,146.83,687.21,-1.92
2550,ENGINE_001,10,550,3048.0,25.13,26.436,0.30876,70.0,71.13,2301.36,0.01681,0.005139,243.43,58666.1,152.13,695.16,80.01,3.792,0.7045,28.087,41.67,24.907,2304.53,149.74,694.63,2.39
2551,ENGINE_001,10,551,3048.0,25.12,26.436,0.30877,70.0,70.82,2306.47,0.01683,0.004971,249.06,60156.8,148.48,697.02,78.07,3.763,0.7902,27.994,40.1,24.751,2301.41,149.24,693.38,-0.77
2552,ENGINE_001,10,552,3048.0,25.11,26.436,0.30878,70.0,68.77,2286.33,0.01655,0.004805,239.32,57299.6,148.51,694.78,77.62,3.766,0.6352,28.214,39.44,24.81,2280.95,146.02,685.19,2.49
2553,ENGINE_001,10,553,3048.0,25.1,26.436,0.30878,70.0,68.04,2268.12,0.01637,0.004696,233.88,55551.0,145.75,681.44,76.4,3.751,0.8379,28.031,39.96,24.628,2273.61,144.86,682.25,0.89
2554,ENGINE_001,10,554,3048.0,25.1,26.436,0.30879,70.0,70.62,2304.16,0.0168,0.005058,242.88,58604.3,148.18,695.29,79.11,3.82,0.7369,28.088,41.87,24.564,2299.43,148.91,692.57,-0.73
2555,ENGINE_001,10,555,3048.0,25.09,26.436,0.3088,70.0,70.53,2288.28,0.01668,0.005098,249.15,59704.0,146.83,688.41,77.94,3.776,0.8785,28.069,41.6,24.571,2298.55,148.77,692.21,-1.94
2556,ENGINE_001,10,556,3048.0,25.08,26.436,0.30881,70.0,70.48,2295.79,0.01673,0.004998,253.01,60827.6,149.1,692.46,79.18,3.768,0.7076,27.932,40.8,24.932,2298.04,148.68,692.0,0.42
2557,ENGINE_001,10,557,3048.0,25.07,26.436,0.30882,70.0,69.97,2284.97,0.01662,0.00503,242.0,57906.3,149.58,695.63,78.22,3.821,0.7721,27.972,41.54,25.054,2292.91,147.87,689.94,1.71
2558,ENGINE_001,10,558,3048.0,25.06,26.436,0.30883,70.0,71.45,2308.2,0.01689,0.005101,253.91,61374.7,150.34,696.97,78.34,3.763,0.7866,28.067,40.25,24.754,2307.66,150.18,695.83,0.16
2559,ENGINE_001,10,559,3048.0,25.05,26.436,0.30884,70.0,74.77,2340.97,0.01735,0.005473,262.21,64280.2,156.83,716.35,82.26,3.785,0.6862,28.044,42.5,24.759,2340.92,155.4,709.13,1.44
2560,ENGINE_001,10,560,3048.0,25.05,26.436,0.30885,70.0,72.53,2328.34,0.01711,0.005216,254.31,62007.8,151.87,697.75,80.67,3.815,0.7917,27.826,41.74,24.815,2318.54,151.88,700.17,-0.01
2561,ENGINE_001,10,561,3048.0,25.04,26.436,0.30885,70.0,70.39,2306.31,0.01681,0.005059,248.76,60079.7,147.84,692.48,79.05,3.781,0.7819,28.1,42.44,24.644,2297.09,148.5,691.59,-0.66
2562,ENGINE_001,10,562,3048.0,25.03,26.436,0.30886,70.0,71.16,2301.67,0.01682,0.005144,249.37,60106.1,149.31,689.2,77.86,3.753,0.7939,28.015,41.73,24.981,2304.79,149.7,694.66,-0.4
2563,ENGINE_001,10,563,3048.0,25.02,26.436,0.30887,70.0,69.65,2290.02,0.01664,0.004904,246.03,59001.5,147.97,692.98,77.7,3.792,0.8141,27.809,38.89,24.614,2289.68,147.32,688.61,0.65
2564,ENGINE_001,10,564,3048.0,25.01,26.436,0.30888,70.0,66.75,2254.5,0.0162,0.004618,237.76,56132.7,142.12,672.58,76.8,3.692,0.6152,27.938,38.76,24.483,2260.68,142.76,677.0,-0.63
2565,ENGINE_001,10,565,3048.0,25.0,26.436,0.30889,70.0,72.3,2311.63,0.01697,0.005195,254.84,61691.2,150.73,699.68,79.91,3.833,0.7911,28.068,42.08,24.783,2316.22,151.48,699.21,-0.74
2566,ENGINE_001,10,566,3048.0,25.0,26.436,0.3089,70.0,68.96,2272.04,0.01647,0.00489,242.61,57724.4,144.15,693.76,75.62,3.673,0.6536,27.938,38.75,24.773,2282.81,146.22,685.84,-2.07
2567,ENGINE_001,10,567,3048.0,24.99,26.436,0.30891,70.0,68.02,2277.34,0.01645,0.004712,242.01,57715.7,144.98,684.41,76.66,3.718,0.6639,27.945,40.35,24.664,2273.39,144.73,682.07,0.25
2568,ENGINE_001,10,568,3048.0,24.98,26.436,0.30891,70.0,71.6,2304.1,0.01687,0.005183,250.8,60513.7,149.72,693.18,79.77,3.834,0.6866,28.074,40.94,24.92,2309.23,150.36,696.4,-0.64
2569,ENGINE_001,10,569,3048.0,24.97,26.436,0.30892,70.0,73.59,2323.85,0.01715,0.005402,262.25,63818.4,151.6,695.65,81.66,3.791,0.7834,27.931,42.03,24.806,2329.08,153.47,704.33,-1.87
2570,ENGINE_001,10,570,3048.0,24.96,26.436,0.30893,70.0,70.74,2297.25,0.01677,0.005063,253.78,61051.4,148.39,688.55,77.98,3.749,0.7866,28.067,40.56,24.686,2300.56,148.98,692.91,-0.6
2571,ENGINE_001,10,571,3048.0,24.95,26.436,0.30894,70.0,69.66,2286.35,0.01662,0.00482,248.01,59380.8,147.36,690.47,76.61,3.825,0.7183,27.879,41.79,25.026,2289.75,147.28,688.58,0.08
2572,ENGINE_001,10,572,3048.0,24.95,26.436,0.30895,70.0,71.59,2302.8,0.01686,0.005174,253.08,61030.8,150.82,699.69,79.9,3.847,0.7497,28.08,41.09,24.8,2309.06,150.31,696.3,0.51
2573,ENGINE_001,10,573,3048.0,24.94,26.436,0.30896,70.0,70.52,2303.99,0.0168,0.005073,251.09,60581.0,149.49,691.78,78.16,3.744,0.6535,28.114,41.62,24.647,2298.4,148.62,692.03,0.87
2574,ENGINE_001,10,574,3048.0,24.93,26.436,0.30897,70.0,68.05,2274.02,0.01643,0.004748,237.74,56614.1,144.95,677.3,76.09,3.735,0.7437,28.017,40.85,24.543,2273.71,144.74,682.15,0.21
2575,ENGINE_001,10,575,3048.0,24.92,26.436,0.30897,70.0,68.47,2273.16,0.01645,0.004827,243.26,57905.6,144.23,682.58,75.96,3.747,0.6954,28.0,39.32,24.544,2277.92,145.39,683.82,-1.16
2576,ENGINE_001,10,576,3048.0,24.91,26.436,0.30898,70.0,69.27,2285.39,0.01659,0.004873,242.92,58136.9,147.19,685.96,77.41,3.779,0.6697,27.895,41.06,24.343,2285.88,146.64,687.0,0.56
2577,ENGINE_001,10,577,3048.0,24.9,26.436,0.30899,70.0,70.57,2297.57,0.01676,0.004988,247.31,59504.0,147.57,696.87,77.8,3.724,0.5933,28.095,40.6,24.878,2298.91,148.68,692.21,-1.11
2578,ENGINE_001,10,578,3048.0,24.9,26.436,0.309,70.0,71.2,2303.95,0.01685,0.005091,249.19,60122.7,148.82,698.24,77.62,3.738,0.6888,28.012,41.75,24.726,2305.21,149.66,694.72,-0.85
2579,ENGINE_001,10,579,3048.0,24.89,26.436,0.30901,70.0,69.43,2291.58,0.01665,0.004965,248.15,59549.8,145.89,688.83,76.83,3.787,0.7219,28.114,39.74,24.791,2287.49,146.87,687.63,-0.98
2580,ENGINE_001,10,580,3048.0,24.88,26.436,0.30902,70.0,71.56,2311.42,0.01693,0.005154,255.57,61859.9,149.55,700.38,78.55,3.843,0.7888,28.056,41.16,24.775,2308.8,150.21,696.14,-0.67
2581,ENGINE_001,10,581,3048.0,24.87,26.436,0.30903,70.0,72.15,2328.17,0.01709,0.005171,258.0,62902.0,152.35,700.02,78.34,3.813,0.7039,28.142,42.04,24.475,2314.74,151.14,698.51,1.21
2582,ENGINE_001,10,582,3048.0,24.86,26.436,0.30903,70.0,69.77,2284.03,0.01661,0.004974,246.59,58979.3,148.08,693.28,77.43,3.739,0.7149,28.088,41.25,24.681,2290.86,147.38,688.95,0.7
2583,ENGINE_001,10,583,3048.0,24.85,26.436,0.30904,70.0,67.88,2283.84,0.01649,0.004755,232.52,55609.7,145.32,683.5,75.31,3.765,0.8173,28.096,39.45,24.647,2272.05,144.42,681.42,0.91
2584,ENGINE_001,10,584,3048.0,24.85,26.436,0.30905,70.0,71.09,2306.47,0.01686,0.005142,241.7,58379.2,151.07,695.75,78.46,3.801,0.8208,28.028,41.61,24.91,2304.07,149.44,694.22,1.63
2585,ENGINE_001,10,585,3048.0,24.84,26.436,0.30906,70.0,72.71,2319.67,0.01707,0.005217,256.89,62403.4,150.43,700.57,80.26,3.823,0.7318,27.968,42.22,24.89,2320.28,151.98,700.7,-1.55
2586,ENGINE_001,10,586,3048.0,24.83,26.436,0.30907,70.0,69.32,2280.07,0.01656,0.004851,242.97,58012.7,146.69,694.88,77.65,3.851,0.7025,27.996,39.38,24.678,2286.43,146.66,687.15,0.03
2587,ENGINE_001,10,587,3048.0,24.82,26.436,0.30908,70.0,72.52,2314.28,0.01702,0.005311,250.33,60667.5,151.47,701.73,78.7,3.771,0.872,27.96,40.07,24.768,2318.37,151.67,699.93,-0.2
2588,ENGINE_001,10,588,3048.0,24.81,26.436,0.30909,70.0,69.11,2285.22,0.01658,0.004847,243.68,58315.5,146.77,684.84,77.72,3.725,0.7434,28.054,41.33,24.603,2284.32,146.31,686.3,0.45
2589,ENGINE_001,10,589,3048.0,24.8,26.436,0.3091,70.0,69.78,2283.47,0.01661,0.004813,244.11,58371.6,147.79,683.83,78.77,3.741,0.715,27.847,39.75,24.601,2291.01,147.36,688.97,0.43
2590,ENGINE_001,10,590,3048.0,24.8,26.436,0.3091,70.0,71.87,2311.2,0.01695,0.0051,257.22,62254.7,148.49,702.47,79.6,3.806,0.7508,28.034,41.66,24.667,2311.86,150.63,697.3,-2.14
2591,ENGINE_001,10,591,3048.0,24.79,26.436,0.30911,70.0,69.61,2302.42,0.01674,0.004954,244.94,59057.6,148.81,687.73,78.57,3.761,0.6888,28.02,40.72,24.681,2289.3,147.07,688.27,1.73
2592,ENGINE_001,10,592,3048.0,24.78,26.436,0.30912,70.0,67.94,2274.49,0.01643,0.004703,237.46,56558.6,143.7,682.53,76.4,3.725,0.638,28.015,39.86,24.681,2272.62,144.45,681.59,-0.75
2593,ENGINE_001,10,593,3048.0,24.77,26.436,0.30913,70.0,71.04,2306.74,0.01687,0.005047,245.93,59407.8,149.57,700.04,78.55,3.751,0.732,27.921,42.87,24.704,2303.58,149.31,693.97,0.27
2594,ENGINE_001,10,594,3048.0,24.76,26.436,0.30914,70.0,68.11,2267.07,0.01639,0.004819,239.5,56858.2,145.28,684.35,75.88,3.694,0.7939,27.871,39.4,24.712,2274.26,144.69,682.23,0.59
2595,ENGINE_001,10,595,3048.0,24.76,26.436,0.30915,70.0,71.4,2310.58,0.01692,0.005128,253.81,61411.9,149.82,697.47,79.36,3.741,0.7418,27.924,40.6,24.694,2307.18,149.86,695.4,-0.03
2596,ENGINE_001,10,596,3048.0,24.75,26.436,0.30915,70.0,71.17,2294.0,0.01678,0.00514,249.67,59978.1,147.91,696.34,77.76,3.796,0.7315,27.994,42.0,24.824,2304.92,149.5,694.49,-1.59
2597,ENGINE_001,10,597,3048.0,24.74,26.436,0.30916,70.0,72.22,2299.41,0.01689,0.005221,256.27,61708.2,151.33,699.34,79.95,3.761,0.7897,27.991,41.98,25.001,2315.41,151.14,698.68,0.19
2598,ENGINE_001,10,598,3048.0,24.73,26.436,0.30917,70.0,68.67,2283.09,0.01654,0.00479,241.5,57738.4,145.51,682.94,77.81,3.791,0.7378,27.982,40.74,24.834,2279.9,145.55,684.46,-0.05
2599,ENGINE_001,10,599,3048.0,24.72,26.436,0.30918,70.0,68.69,2281.07,0.01653,0.004736,243.93,58269.5,145.52,686.48,77.04,3.779,0.6386,27.999,40.89,24.561,2280.15,145.58,684.56,-0.06
2600,ENGINE_001,10,600,3048.0,24.71,26.436,0.30919,70.0,69.99,2302.76,0.01677,0.004936,246.49,59439.2,147.29,686.32,76.4,3.868,0.7645,27.91,40.42,24.645,2293.08,147.61,689.72,-0.32
2601,ENGINE_001,10,601,3048.0,24.71,26.436,0.3092,70.0,69.37,2274.39,0.01653,0.004871,239.55,57054.2,147.57,685.83,76.99,3.74,0.619,28.02,39.75,24.851,2286.88,146.63,687.24,0.94
2602,ENGINE_001,10,602,3048.0,24.7,26.436,0.30921,70.0,67.57,2274.63,0.01641,0.00463,241.34,57487.5,146.06,672.67,76.4,3.756,0.7958,27.81,41.83,24.463,2268.89,143.79,680.03,2.27
2603,ENGINE_001,10,603,3048.0,24.69,26.436,0.30921,70.0,69.57,2287.29,0.01663,0.004943,247.71,59332.6,149.41,684.53,77.1,3.722,0.7674,28.117,39.73,24.669,2288.88,146.93,688.02,2.48
2604,ENGINE_001,10,604,3048.0,24.68,26.436,0.30922,70.0,70.07,2298.82,0.01675,0.004933,249.88,60154.0,148.77,692.53,78.25,3.776,0.7717,27.967,39.03,24.721,2293.9,147.71,690.02,1.06
2605,ENGINE_001,10,605,3048.0,24.67,26.436,0.30923,70.0,70.76,2290.91,0.01674,0.005051,259.54,62263.9,149.74,695.13,77.33,3.788,0.8694,28.148,40.5,24.699,2300.85,148.8,692.8,0.94
2606,ENGINE_001,10,606,3048.0,24.67,26.436,0.30924,70.0,70.31,2299.56,0.01677,0.004971,247.1,59502.9,145.92,693.75,76.56,3.73,0.6787,27.984,41.9,24.695,2296.28,148.07,690.97,-2.16
2607,ENGINE_001,10,607,3048.0,24.66,26.436,0.30925,70.0,69.69,2279.18,0.01658,0.004884,244.76,58418.0,147.28,676.33,77.47,3.774,0.7751,28.041,38.89,24.746,2290.08,147.09,688.48,0.19
2608,ENGINE_001,10,608,3048.0,24.65,26.436,0.30926,70.0,72.36,2326.46,0.01711,0.005161,254.4,61977.4,151.94,699.5,78.07,3.834,0.7774,28.17,40.86,24.775,2316.81,151.29,699.16,0.65
2609,ENGINE_001,10,609,3048.0,24.64,26.436,0.30926,70.0,69.48,2283.98,0.01661,0.004872,242.6,58025.5,143.85,691.89,78.14,3.757,0.7679,28.032,41.75,24.605,2288.02,146.76,687.64,-2.91
2610,ENGINE_001,10,610,3048.0,24.63,26.436,0.30927,70.0,69.06,2282.33,0.01657,0.004841,244.5,58436.5,148.76,688.84,76.42,3.763,0.7065,27.931,39.46,24.902,2283.78,146.08,685.94,2.68
2611,ENGINE_001,10,611,3048.0,24.62,26.436,0.30928,70.0,69.7,2292.65,0.01668,0.00493,244.26,58644.6,146.96,688.16,77.7,3.765,0.7705,28.096,41.09,24.706,2290.15,147.08,688.48,-0.12
2612,ENGINE_001,10,612,3048.0,24.62,26.436,0.30929,70.0,70.86,2295.38,0.01678,0.005036,253.56,60949.3,147.69,695.75,79.26,3.789,0.7399,28.031,41.26,24.778,2301.75,148.89,693.11,-1.21
2613,ENGINE_001,10,613,3048.0,24.61,26.436,0.3093,70.0,69.29,2291.27,0.01665,0.004881,243.95,58533.5,144.98,682.82,77.15,3.812,0.7972,27.886,40.85,24.661,2286.11,146.43,686.85,-1.45
2614,ENGINE_001,10,614,3048.0,24.6,26.436,0.30931,70.0,70.8,2309.27,0.01688,0.005061,250.97,60690.9,149.14,696.8,77.74,3.858,0.7683,27.861,41.86,24.737,2301.17,148.79,692.87,0.35
2615,ENGINE_001,10,615,3048.0,24.59,26.436,0.30932,70.0,70.82,2290.35,0.01674,0.005086,250.31,60035.0,149.4,691.95,77.86,3.748,0.8003,27.924,39.98,24.642,2301.36,148.81,692.94,0.58
2616,ENGINE_001,10,616,3048.0,24.58,26.436,0.30932,70.0,69.03,2280.24,0.01655,0.004901,244.47,58376.3,147.87,682.42,77.1,3.766,0.6901,28.153,41.62,24.542,2283.47,146.0,685.78,1.87
2617,ENGINE_001,10,617,3048.0,24.58,26.436,0.30933,70.0,69.29,2281.92,0.01658,0.004925,240.86,57556.4,145.17,686.64,76.49,3.717,0.7039,28.015,39.59,24.78,2286.05,146.4,686.8,-1.22
2618,ENGINE_001,10,618,3048.0,24.57,26.436,0.30934,70.0,72.82,2314.15,0.01705,0.005234,260.06,63022.2,151.87,698.41,79.82,3.908,0.6949,27.994,41.36,24.669,2321.4,151.94,700.93,-0.07
2619,ENGINE_001,10,619,3048.0,24.56,26.436,0.30935,70.0,70.18,2294.63,0.01673,0.004984,248.34,59674.3,147.55,685.65,77.86,3.81,0.8189,28.123,40.7,24.684,2295.03,147.79,690.38,-0.24
2620,ENGINE_001,10,620,3048.0,24.55,26.436,0.30936,70.0,66.1,2256.99,0.0162,0.004586,233.92,55286.6,140.76,673.19,74.28,3.679,0.8161,28.182,40.25,24.839,2254.25,141.38,674.06,-0.61
2621,ENGINE_001,10,621,3048.0,24.54,26.436,0.30936,70.0,68.89,2276.24,0.01652,0.004811,243.61,58067.4,144.71,686.33,75.36,3.809,0.6823,28.005,39.09,24.843,2282.14,145.76,685.21,-1.05
2622,ENGINE_001,10,622,3048.0,24.54,26.436,0.30937,70.0,70.9,2313.56,0.01692,0.005122,242.56,58766.6,151.65,696.43,78.58,3.74,0.7694,28.068,42.89,24.643,2302.23,148.91,693.24,2.74
2623,ENGINE_001,10,623,3048.0,24.53,26.436,0.30938,70.0,69.93,2292.39,0.0167,0.004965,246.29,59124.6,148.59,691.19,77.99,3.738,0.8221,28.07,40.7,24.764,2292.46,147.36,689.33,1.23
2624,ENGINE_001,10,624,3048.0,24.52,26.436,0.30939,70.0,70.0,2294.17,0.01672,0.004894,246.51,59222.4,147.61,699.22,77.01,3.751,0.7498,28.113,41.79,24.543,2293.2,147.47,689.62,0.14
2625,ENGINE_001,10,625,3048.0,24.51,26.436,0.3094,70.0,71.07,2305.22,0.01687,0.005169,250.87,60560.0,149.73,694.94,78.73,3.784,0.7597,27.991,40.09,24.893,2303.85,149.14,693.87,0.59
2626,ENGINE_001,10,626,3048.0,24.51,26.436,0.30941,70.0,68.8,2271.3,0.01648,0.00486,244.84,58234.3,146.93,691.11,76.34,3.765,0.6763,28.123,40.11,24.697,2281.19,145.57,684.8,1.36
2627,ENGINE_001,10,627,3048.0,24.5,26.436,0.30941,70.0,70.23,2284.43,0.01667,0.005003,249.61,59713.4,146.83,691.46,76.61,3.724,0.7442,27.838,38.81,24.86,2295.47,147.81,690.51,-0.98
2628,ENGINE_001,10,628,3048.0,24.49,26.436,0.30942,70.0,69.73,2298.9,0.01674,0.004945,248.35,59788.9,145.72,691.26,77.03,3.764,0.6833,28.038,41.75,24.742,2290.45,147.02,688.49,-1.3
2629,ENGINE_001,10,629,3048.0,24.48,26.436,0.30943,70.0,70.34,2305.77,0.01683,0.005011,244.71,59086.9,147.6,691.1,76.67,3.788,0.838,27.909,40.08,24.672,2296.62,147.98,690.95,-0.38
2630,ENGINE_001,10,630,3048.0,24.47,26.436,0.30944,70.0,69.45,2294.47,0.01669,0.004874,244.77,58811.5,147.9,688.97,77.33,3.803,0.6023,27.947,39.67,24.669,2287.74,146.58,687.39,1.32
2631,ENGINE_001,10,631,3048.0,24.47,26.436,0.30945,70.0,69.51,2285.15,0.01663,0.004936,239.75,57371.7,149.78,689.93,77.76,3.747,0.6621,28.15,41.39,24.657,2288.32,146.66,687.62,3.12
2632,ENGINE_001,10,632,3048.0,24.46,26.436,0.30945,70.0,70.69,2294.82,0.01677,0.005021,248.87,59807.6,148.22,696.38,80.17,3.787,0.7579,27.964,38.08,24.783,2300.11,148.51,692.33,-0.29
2633,ENGINE_001,10,633,3048.0,24.45,26.436,0.30946,70.0,68.61,2275.4,0.0165,0.004752,237.84,56672.1,143.67,677.41,77.49,3.763,0.6469,28.001,40.36,24.591,2279.28,145.23,683.99,-1.56
2634,ENGINE_001,10,634,3048.0,24.44,26.436,0.30947,70.0,69.12,2269.8,0.01649,0.004823,242.05,57534.3,146.41,684.92,77.77,3.757,0.6111,27.977,42.52,24.695,2284.36,146.02,686.02,0.38
2635,ENGINE_001,10,635,3048.0,24.44,26.436,0.30948,70.0,72.39,2314.95,0.01703,0.005153,257.17,62344.4,151.0,695.17,78.31,3.701,0.917,28.013,40.71,24.783,2317.08,151.16,699.1,-0.16
2636,ENGINE_001,10,636,3048.0,24.43,26.436,0.30949,70.0,70.78,2300.3,0.01682,0.005037,255.43,61529.8,150.33,684.4,78.46,3.797,0.7832,28.104,40.34,24.542,2301.02,148.63,692.67,1.7
2637,ENGINE_001,10,637,3048.0,24.42,26.436,0.30949,70.0,71.31,2305.23,0.01689,0.005059,248.04,59878.2,149.61,697.02,79.0,3.721,0.7374,27.989,42.32,24.611,2306.33,149.46,694.79,0.15
2638,ENGINE_001,10,638,3048.0,24.41,26.436,0.3095,70.0,70.07,2289.01,0.01669,0.004939,247.19,59251.8,148.21,688.74,77.32,3.767,0.7698,28.1,39.83,24.515,2293.95,147.5,689.83,0.7
2639,ENGINE_001,10,639,3048.0,24.4,26.436,0.30951,70.0,70.22,2296.94,0.01676,0.004918,246.91,59391.5,147.16,688.04,76.76,3.773,0.7688,28.058,42.49,24.684,2295.42,147.73,690.41,-0.57
2640,ENGINE_001,10,640,3048.0,24.4,26.436,0.30952,70.0,68.77,2288.07,0.0166,0.004748,240.57,57642.9,145.74,685.34,76.94,3.793,0.6917,27.878,41.72,24.675,2280.91,145.44,684.6,0.3
2641,ENGINE_001,10,641,3048.0,24.39,26.436,0.30953,70.0,70.4,2290.12,0.01673,0.005093,248.42,59575.8,146.24,693.96,76.64,3.69,0.7229,28.044,41.64,24.811,2297.19,148.0,691.11,-1.76
2642,ENGINE_001,10,642,3048.0,24.38,26.436,0.30953,70.0,70.4,2293.49,0.01675,0.005009,248.53,59690.4,147.56,693.38,77.69,3.729,0.7265,28.124,40.15,24.619,2297.23,147.99,691.12,-0.43
2643,ENGINE_001,10,643,3048.0,24.37,26.436,0.30954,70.0,71.26,2279.36,0.0167,0.005088,250.6,59816.5,148.31,692.23,78.99,3.735,0.7165,28.005,41.28,24.583,2305.83,149.34,694.55,-1.03
2644,ENGINE_001,10,644,3048.0,24.37,26.436,0.30955,70.0,69.6,2297.95,0.01673,0.004885,240.83,57952.8,147.05,688.41,77.51,3.766,0.7146,28.026,40.61,24.641,2289.21,146.72,687.9,0.33
2645,ENGINE_001,10,645,3048.0,24.36,26.436,0.30956,70.0,69.98,2289.08,0.01669,0.004972,246.21,59019.9,146.96,692.92,77.78,3.779,0.7869,28.052,41.08,24.76,2292.98,147.31,689.4,-0.35
2646,ENGINE_001,10,646,3048.0,24.35,26.436,0.30957,70.0,74.0,2333.88,0.01729,0.005414,262.47,64148.9,151.87,697.68,80.65,3.786,0.7644,28.111,42.51,25.011,2333.18,153.62,705.47,-1.75
2647,ENGINE_001,10,647,3048.0,24.34,26.436,0.30957,70.0,70.06,2290.13,0.01671,0.004952,241.47,57909.7,148.06,685.96,77.12,3.779,0.7957,28.147,40.49,24.728,2293.78,147.42,689.71,0.64
2648,ENGINE_001,10,648,3048.0,24.34,26.436,0.30958,70.0,68.76,2281.35,0.01656,0.004835,239.6,57240.1,145.91,684.14,76.24,3.75,0.6838,28.095,40.09,24.562,2280.76,145.37,684.49,0.54
2649,ENGINE_001,10,649,3048.0,24.33,26.436,0.30959,70.0,70.8,2304.91,0.01686,0.005075,246.4,59474.0,149.92,686.64,76.35,3.852,0.7765,28.016,41.96,24.781,2301.16,148.57,692.65,1.35
2650,ENGINE_001,10,650,3048.0,24.32,26.436,0.3096,70.0,70.23,2290.84,0.01672,0.004886,246.48,59129.0,147.36,686.22,76.99,3.726,0.6222,28.076,43.39,24.732,2295.52,147.68,690.39,-0.32
2651,ENGINE_001,10,651,3048.0,24.31,26.436,0.3096,70.0,68.69,2283.22,0.01657,0.004811,243.9,58316.5,144.51,689.39,77.08,3.795,0.7607,28.094,39.38,24.688,2280.06,145.24,684.19,-0.73
2652,ENGINE_001,10,652,3048.0,24.31,26.436,0.30961,70.0,70.63,2287.05,0.01672,0.005048,247.64,59309.9,147.18,692.83,78.03,3.755,0.7925,27.9,41.94,24.568,2299.48,148.29,691.96,-1.11
2653,ENGINE_001,10,653,3048.0,24.3,26.436,0.30962,70.0,71.52,2313.46,0.01697,0.005121,256.12,62049.6,150.23,695.4,79.64,3.779,0.6872,27.765,41.99,24.797,2308.43,149.69,695.53,0.54
2654,ENGINE_001,10,654,3048.0,24.29,26.436,0.30963,70.0,69.0,2277.09,0.01655,0.004777,243.52,58069.0,146.28,681.5,76.51,3.812,0.7444,27.828,41.17,24.635,2283.19,145.72,685.43,0.56
2655,ENGINE_001,10,655,3048.0,24.28,26.436,0.30964,70.0,71.89,2316.1,0.01702,0.005158,253.31,61436.9,149.55,695.34,80.5,3.79,0.8047,27.979,41.81,24.7,2312.13,150.26,697.0,-0.71
2656,ENGINE_001,10,656,3048.0,24.28,26.436,0.30964,70.0,69.04,2286.94,0.01662,0.004844,242.97,58187.4,145.52,680.13,76.68,3.781,0.7168,28.025,40.16,24.8,2283.57,145.77,685.57,-0.24
2657,ENGINE_001,10,657,3048.0,24.27,26.436,0.30965,70.0,68.77,2299.73,0.0167,0.00483,236.76,57018.4,145.78,683.33,77.5,3.776,0.7914,27.897,40.78,24.756,2280.92,145.34,684.51,0.44
2658,ENGINE_001,10,658,3048.0,24.26,26.436,0.30966,70.0,70.2,2301.42,0.0168,0.005022,246.73,59462.9,147.54,683.1,78.34,3.778,0.7035,28.037,40.77,24.582,2295.19,147.58,690.21,-0.04
2659,ENGINE_001,10,659,3048.0,24.26,26.436,0.30967,70.0,71.1,2312.66,0.01694,0.005128,251.54,60918.0,149.07,699.03,78.79,3.83,0.7716,28.013,41.88,24.92,2304.19,148.99,693.8,0.08
2660,ENGINE_001,10,660,3048.0,24.25,26.436,0.30967,70.0,71.27,2307.8,0.01692,0.005091,256.38,61960.5,151.22,690.86,79.52,3.828,0.7565,27.946,41.84,24.869,2305.86,149.24,694.46,1.98
2661,ENGINE_001,10,661,3048.0,24.24,26.436,0.30968,70.0,70.47,2299.04,0.0168,0.005029,245.13,59015.0,146.21,687.18,78.84,3.752,0.7533,28.071,38.73,24.624,2297.93,147.99,691.28,-1.78
2662,ENGINE_001,10,662,3048.0,24.23,26.436,0.30969,70.0,68.3,2262.85,0.0164,0.004761,243.79,57768.9,144.11,682.15,76.05,3.698,0.786,27.86,40.67,24.413,2276.2,144.57,682.59,-0.47
2663,ENGINE_001,10,663,3048.0,24.23,26.436,0.3097,70.0,68.67,2289.63,0.01662,0.004849,243.48,58379.7,147.26,685.7,76.38,3.627,0.7392,28.015,40.83,24.727,2279.91,145.15,684.07,2.1
2664,ENGINE_001,10,664,3048.0,24.22,26.436,0.3097,70.0,69.5,2301.84,0.01676,0.004937,242.89,58547.1,146.82,687.7,77.47,3.774,0.7156,28.156,41.9,24.735,2288.18,146.44,687.37,0.38
2665,ENGINE_001,10,665,3048.0,24.21,26.436,0.30971,70.0,70.82,2301.28,0.01684,0.005082,247.35,59609.8,147.34,695.45,79.34,3.845,0.8535,27.98,41.25,24.621,2301.37,148.51,692.64,-1.17
2666,ENGINE_001,10,666,3048.0,24.21,26.436,0.30972,70.0,69.41,2282.41,0.01662,0.004884,248.03,59282.4,146.72,683.72,77.47,3.821,0.8357,28.077,40.41,24.92,2287.31,146.3,687.01,0.43
2667,ENGINE_001,10,667,3048.0,24.2,26.436,0.30973,70.0,71.48,2303.81,0.01691,0.005182,253.06,61051.6,149.98,695.77,79.83,3.791,0.8705,28.074,42.38,24.735,2307.98,149.54,695.27,0.44
